Status,Category,Item Name,Folder,Filename,Disk Path,Public URL,Notes
"pending","Tents","10×10 Pop Up Tent","tents","10-10-pop-up-tent.jpg","public/inventory/tents/10-10-pop-up-tent.jpg","/inventory/tents/10-10-pop-up-tent.jpg",""
"pending","Tents","10×10 White Peak Tent","tents","10-10-white-peak-tent.jpg","public/inventory/tents/10-10-white-peak-tent.jpg","/inventory/tents/10-10-white-peak-tent.jpg",""
"pending","Tents","10×20 White Peak Tent","tents","10-20-white-peak-tent.jpg","public/inventory/tents/10-20-white-peak-tent.jpg","/inventory/tents/10-20-white-peak-tent.jpg",""
"pending","Tents","20×20 White Peak Tent","tents","20-20-white-peak-tent.jpg","public/inventory/tents/20-20-white-peak-tent.jpg","/inventory/tents/20-20-white-peak-tent.jpg",""
"pending","Tents","20×20 White Canopy","tents","20-20-white-canopy.jpg","public/inventory/tents/20-20-white-canopy.jpg","/inventory/tents/20-20-white-canopy.jpg",""
"pending","Tents","20×30 White Canopy","tents","20-30-white-canopy.jpg","public/inventory/tents/20-30-white-canopy.jpg","/inventory/tents/20-30-white-canopy.jpg",""
"pending","Tents","20×40 White Canopy","tents","20-40-white-canopy.jpg","public/inventory/tents/20-40-white-canopy.jpg","/inventory/tents/20-40-white-canopy.jpg",""
"pending","Tents","15' × 30' Band Shell Tent","tents","15-30-band-shell-tent.jpg","public/inventory/tents/15-30-band-shell-tent.jpg","/inventory/tents/15-30-band-shell-tent.jpg",""
"pending","Tents","30' × 25' Band Shell Tent","tents","30-25-band-shell-tent.jpg","public/inventory/tents/30-25-band-shell-tent.jpg","/inventory/tents/30-25-band-shell-tent.jpg",""
"pending","Tents","40' × 20' Band Shell Tent","tents","40-20-band-shell-tent.jpg","public/inventory/tents/40-20-band-shell-tent.jpg","/inventory/tents/40-20-band-shell-tent.jpg",""
"pending","Tents","40' × 35' Band Shell Tent","tents","40-35-band-shell-tent.jpg","public/inventory/tents/40-35-band-shell-tent.jpg","/inventory/tents/40-35-band-shell-tent.jpg",""
"pending","Tents","44' × 63' Sail Cloth Tent","tents","44-63-sail-cloth-tent.jpg","public/inventory/tents/44-63-sail-cloth-tent.jpg","/inventory/tents/44-63-sail-cloth-tent.jpg",""
"pending","Tents","30×30 White Tent","tents","30-30-white-tent.jpg","public/inventory/tents/30-30-white-tent.jpg","/inventory/tents/30-30-white-tent.jpg",""
"pending","Tents","30×40 White Tent","tents","30-40-white-tent.jpg","public/inventory/tents/30-40-white-tent.jpg","/inventory/tents/30-40-white-tent.jpg",""
"pending","Tents","30×50 White Tent","tents","30-50-white-tent.jpg","public/inventory/tents/30-50-white-tent.jpg","/inventory/tents/30-50-white-tent.jpg",""
"pending","Tents","30×60 White Tent","tents","30-60-white-tent.jpg","public/inventory/tents/30-60-white-tent.jpg","/inventory/tents/30-60-white-tent.jpg",""
"pending","Tents","30×70 White Tent","tents","30-70-white-tent.jpg","public/inventory/tents/30-70-white-tent.jpg","/inventory/tents/30-70-white-tent.jpg",""
"pending","Tents","30×80 White Tent","tents","30-80-white-tent.jpg","public/inventory/tents/30-80-white-tent.jpg","/inventory/tents/30-80-white-tent.jpg",""
"pending","Tents","30×90 White Tent","tents","30-90-white-tent.jpg","public/inventory/tents/30-90-white-tent.jpg","/inventory/tents/30-90-white-tent.jpg",""
"pending","Tents","30×100 White Tent","tents","30-100-white-tent.jpg","public/inventory/tents/30-100-white-tent.jpg","/inventory/tents/30-100-white-tent.jpg",""
"pending","Tents","30×30 Clear Tent","tents","30-30-clear-tent.jpg","public/inventory/tents/30-30-clear-tent.jpg","/inventory/tents/30-30-clear-tent.jpg",""
"pending","Tents","30×40 Clear Tent","tents","30-40-clear-tent.jpg","public/inventory/tents/30-40-clear-tent.jpg","/inventory/tents/30-40-clear-tent.jpg",""
"pending","Tents","30×50 Clear Tent","tents","30-50-clear-tent.jpg","public/inventory/tents/30-50-clear-tent.jpg","/inventory/tents/30-50-clear-tent.jpg",""
"pending","Tents","30×60 Clear Tent","tents","30-60-clear-tent.jpg","public/inventory/tents/30-60-clear-tent.jpg","/inventory/tents/30-60-clear-tent.jpg",""
"pending","Tents","30×70 Clear Tent","tents","30-70-clear-tent.jpg","public/inventory/tents/30-70-clear-tent.jpg","/inventory/tents/30-70-clear-tent.jpg",""
"pending","Tents","30×80 Clear Tent","tents","30-80-clear-tent.jpg","public/inventory/tents/30-80-clear-tent.jpg","/inventory/tents/30-80-clear-tent.jpg",""
"pending","Tents","30×90 Clear Tent","tents","30-90-clear-tent.jpg","public/inventory/tents/30-90-clear-tent.jpg","/inventory/tents/30-90-clear-tent.jpg",""
"pending","Tents","40×40 White Tent","tents","40-40-white-tent.jpg","public/inventory/tents/40-40-white-tent.jpg","/inventory/tents/40-40-white-tent.jpg",""
"pending","Tents","40×60 White Tent","tents","40-60-white-tent.jpg","public/inventory/tents/40-60-white-tent.jpg","/inventory/tents/40-60-white-tent.jpg",""
"pending","Tents","40×80 White Tent","tents","40-80-white-tent.jpg","public/inventory/tents/40-80-white-tent.jpg","/inventory/tents/40-80-white-tent.jpg",""
"pending","Tents","40×100 White Tent","tents","40-100-white-tent.jpg","public/inventory/tents/40-100-white-tent.jpg","/inventory/tents/40-100-white-tent.jpg",""
"pending","Tents","40×120 White Tent","tents","40-120-white-tent.jpg","public/inventory/tents/40-120-white-tent.jpg","/inventory/tents/40-120-white-tent.jpg",""
"pending","Tents","40×40 Clear Tent","tents","40-40-clear-tent.jpg","public/inventory/tents/40-40-clear-tent.jpg","/inventory/tents/40-40-clear-tent.jpg",""
"pending","Tents","40×60 Clear Tent","tents","40-60-clear-tent.jpg","public/inventory/tents/40-60-clear-tent.jpg","/inventory/tents/40-60-clear-tent.jpg",""
"pending","Tents","40×80 Clear Tent","tents","40-80-clear-tent.jpg","public/inventory/tents/40-80-clear-tent.jpg","/inventory/tents/40-80-clear-tent.jpg",""
"pending","Tents","40×100 Clear Tent","tents","40-100-clear-tent.jpg","public/inventory/tents/40-100-clear-tent.jpg","/inventory/tents/40-100-clear-tent.jpg",""
"pending","Tents","40×120 Clear Tent","tents","40-120-clear-tent.jpg","public/inventory/tents/40-120-clear-tent.jpg","/inventory/tents/40-120-clear-tent.jpg",""
